nome_personagem,classe,raca,nivel,forca,destreza,constituicao,inteligencia,sabedoria,carisma
Personagem_786,Patrulheiro,Elfo,9.0,9.0,17,11,9,17,7
Personagem_787,Clérigo,   anão,10.0,13.0,7,13,10,18,13
Personagem_788,Monge,Elfo,5.0,10.0,15,12,8,11,9
Personagem_789,Ladino,Halfling,2.0,9.0,19,12,14,16,12
Personagem_790,Ladino,Githyanki,8.0,14.0,18,15,12,6,13
Personagem_791,Patrulheiro,Tiefling  ,10.0,7.0,19,9,12,11,12
Personagem_792,Guerreiro,Anão,25.0,16.0,10,17,9,10,8
Personagem_793,Mago,Elfo,10.0,6.0,9,10,15,11,7
Personagem_794,Druida,Draconato,9.0,13.0,7,15,9,19,9
Personagem_795,Mago,Humano,6.0,5.0,15,13,18,12,7
Personagem_796,Druida,Draconato,6.0,9.0,13,13,7,14,8
Personagem_797,Mago,Halfling,7.0,6.0,13,13,20,12,8
Personagem_798,Monge,Halfling,4.0,10.0,17,12,8,16,7
Personagem_799,Clérigo,Halfling,9.0,12.0,13,12,14,17,14
Personagem_800,Clérigo,Draconato,4.0,10.0,11,16,11,16,13
Personagem_801,Patrulheiro,Halfling,9.0,9.0,16,13,9,14,9
Personagem_802,Bruxo,Tiefling,4.0,8.0,13,16,12,8,19
Personagem_803,Paladino,Humano,8.0,14.0,12,20,7,10,14
Personagem_804,Clérigo,Elfo,6.0,12.0,10,14,7,16,12
Personagem_805,Clérigo,Tiefling,12.0,12.0,8,13,11,15,11
Personagem_806,Feiticeiro,Humano,7.0,10.0,14,15,12,10,17
Personagem_807,Feiticeiro,Halfling,5.0,8.0,13,13,10,10,17
Personagem_808,Bruxo,Elfo,5.0,11.0,10,15,13,9,14
Personagem_809,Paladino,Halfling,7.0,17.0,6,12,10,14,16
Personagem_810,Guerreiro,Humano,5.0,18.0,14,18,6,9,8
Personagem_811,Feiticeiro,Humano,7.0,6.0,14,15,11,11,12
Personagem_812,Guerreiro,Githyanki,5.0,17.0,12,17,9,11,11
Personagem_813,Bardo,Humano,2.0,11.0,13,13,12,13,15
Personagem_814,Feiticeiro,Githyanki,4.0,7.0,12,14,13,13,13
Personagem_815,Monge,Githyanki,3.0,13.0,14,11,6,16,10
Personagem_816,Paladino,Halfling,8.0,16.0,8,16,10,8,15
Personagem_817,Bruxo,Tiefling,5.0,10.0,15,17,10,9,17
Personagem_818,Bardo,Draconato,4.0,10.0,14,11,10,9,16
Personagem_819,Paladino,,7.0,17.0,11,19,8,9,15
Personagem_820,Patrulheiro,Githyanki,5.0,10.0,17,14,12,12,10
Personagem_821,Monge,Halfling,3.0,10.0,15,14,10,16,4
Personagem_822,Paladino,Elfo,7.0,15.0,7,16,10,8,17
Personagem_823,Monge,Tiefling,8.0,12.0,18,11,6,16,6
Personagem_824,Monge,Elfo,2.0,10.0,14,12,6,13,11
Personagem_825,Guerreiro,Halfling,4.0,20.0,13,17,8,6,7
Personagem_826,Mago,Githyanki,10.0,4.0,12,15,16,9,9
Personagem_827,Patrulheiro,Githyanki,4.0,12.0,16,13,9,15,8
Personagem_828,Bardo,Halfling,8.0,9.0,15,12,11,10,12
Personagem_829,Paladino,Anão,10.0,11.0,10,14,11,12,16
Personagem_830,Druida,Githyanki,8.0,8.0,12,16,13,14,11
Personagem_831,Bardo,Anão,9.0,7.0,15,14,12,7,14
Personagem_832,Mago,Tiefling,6.0,9.0,13,14,12,6,7
Personagem_833,Bardo,Draconato,1.0,9.0,12,12,11,8,19
Personagem_834,Clérigo,Elfo,8.0,12.0,8,14,7,19,15
Personagem_835,Druida,Tiefling  ,6.0,10.0,15,15,9,16,12
Personagem_836,Mago,Elfo,,5.0,16,12,12,8,8
Personagem_837,Guerreiro,Humano,4.0,15.0,13,16,7,11,10
Personagem_838,Paladino,Anão,1.0,14.0,14,11,9,11,15
Personagem_839,Ladino,Elfo,4.0,9.0,17,12,11,10,12
Personagem_840,Mago,Draconato,10.0,5.0,13,12,15,11,7
Personagem_841,Bruxo,Humano,7.0,7.0,16,18,10,8,16
Personagem_842,Paladino,Tiefling,8.0,15.0,12,14,6,4,12
Personagem_843,Patrulheiro,Halfling,2.0,10.0,16,12,10,17,7
Personagem_844,Mago,Draconato,13.0,4.0,12,6,16,9,10
Personagem_845,Clérigo,Humano,1.0,11.0,10,16,9,20,8
Personagem_846,Ladino,Githyanki,1.0,5.0,17,12,13,9,12
Personagem_847,Clérigo, elfo ,2.0,14.0,11,15,8,15,9
Personagem_848,Ladino,Halfling,6.0,8.0,19,15,13,11,6
Personagem_849,Patrulheiro,Humano,4.0,10.0,17,13,11,17,9
Personagem_850,Bruxo,Elfo,1.0,6.0,11,14,10,10,18
Personagem_851,Paladino,Elfo,9.0,17.0,8,13,4,11,15
Personagem_852,Guerreiro,Draconato,9.0,15.0,9,16,5,12,8
Personagem_853,Clérigo,Humano,8.0,12.0,10,13,12,17,12
Personagem_854,Clérigo,Githyanki,4.0,16.0,10,13,9,17,14
Personagem_855,Monge,Anão,6.0,12.0,18,13,7,12,5
Personagem_856,Ladino,Humano,2.0,10.0,19,12,12,11,13
Personagem_857,Feiticeiro,Githyanki,5.0,12.0,13,13,9,10,17
Personagem_858,Paladino,Halfling,7.0,12.0,8,16,8,14,11
Personagem_859,Ladino,Tiefling,3.0,10.0,13,13,10,8,10
Personagem_860,Monge,Githyanki,5.0,7.0,16,9,11,15,8
Personagem_861,Bardo,Halfling,4.0,10.0,11,9,8,10,18
Personagem_862,Ladino,Elfo,7.0,8.0,17,12,11,7,13
Personagem_863,Guerreiro,Halfling,4.0,16.0,11,18,9,8,9
Personagem_864,Paladino,Draconato,9.0,15.0,10,15,9,10,15
Personagem_865,Monge,Anão,2.0,10.0,18,13,10,17,6
Personagem_866,Bardo,Humano,9.0,8.0,15,13,7,9,13
Personagem_867,Druida,Tiefling,8.0,14.0,16,14,3,19,7
Personagem_868,Monge,Tiefling  ,4.0,10.0,14,16,11,16,8
Personagem_869,Druida,Halfling,3.0,8.0,7,15,11,14,5
Personagem_870,Paladino,Anão,7.0,12.0,11,16,9,12,15
Personagem_871,Clérigo,Elfo,2.0,11.0,12,15,7,13,12
Personagem_872,Monge,Elfo,5.0,12.0,16,11,12,15,13
Personagem_873,Bruxo,Humano,8.0,8.0,10,12,9,9,14
Personagem_874,Druida,Githyanki,7.0,16.0,13,13,8,13,6
Personagem_875,Guerreiro,Githyanki,6.0,15.0,15,16,6,11,11
Personagem_876,Bruxo,Draconato,6.0,8.0,11,11,9,12,18
Personagem_877,Mago,Anão,7.0,6.0,14,15,17,14,7
Personagem_878,Mago,Elfo,9.0,12.0,15,11,19,11,12
Personagem_879,Bardo,Humano,7.0,10.0,14,11,10,10,19
Personagem_880,Clérigo,Humano,8.0,17.0,9,17,10,17,15
Personagem_881,Paladino,Draconato,6.0,15.0,9,17,10,11,16
Personagem_882,Monge,Githyanki,4.0,7.0,14,11,11,18,9
Personagem_883,Feiticeiro,Halfling,10.0,9.0,14,14,11,9,16
Personagem_884,Guerreiro,Tiefling,8.0,18.0,8,13,8,8,10
Personagem_885,Druida,Githyanki,6.0,9.0,12,13,10,19,9
Personagem_886,Paladino,Elfo,8.0,14.0,5,13,7,10,12
Personagem_887,Bruxo,Halfling,5.0,11.0,12,14,13,15,15
Personagem_888,Patrulheiro,Draconato,5.0,11.0,15,18,8,18,11
Personagem_889,Mago,Humano,7.0,9.0,18,14,16,10,8
Personagem_890,Patrulheiro,Draconato,4.0,8.0,13,12,11,17,6
Personagem_891,Guerreiro,Githyanki,4.0,17.0,10,12,10,10,9
Personagem_892,Feiticeiro,Githyanki,3.0,8.0,12,13,9,12,15
Personagem_893,Monge,Draconato,6.0,8.0,19,13,7,13,9
Personagem_894,Bardo,Humano,6.0,9.0,15,10,12,9,11
Personagem_895,Feiticeiro,Humano,7.0,8.0,14,14,6,12,16
Personagem_896,Guerreiro,Elfo,8.0,18.0,11,17,10,10,13
Personagem_897,Feiticeiro,Tiefling,12.0,6.0,13,13,7,5,18
Personagem_898,Guerreiro,Humano,3.0,17.0,13,13,9,9,6
Personagem_899,Guerreiro,Anão,3.0,16.0,10,14,8,11,9
Personagem_900,Ladino,Githyanki,5.0,8.0,16,15,11,12,11
Personagem_901,Druida,   anão,1.0,10.0,10,12,8,18,11
Personagem_902,Patrulheiro,Anão,6.0,10.0,16,13,13,15,9
Personagem_903,Mago,Tiefling,3.0,8.0,14,13,20,11,9
Personagem_904,Ladino,Tiefling,2.0,9.0,15,13,8,14,10
Personagem_905,Monge,Halfling,5.0,11.0,12,13,7,18,7
Personagem_906,Ladino,   anão,9.0,6.0,18,11,14,9,13
Personagem_907,Clérigo,Tiefling,3.0,11.0,8,14,9,17,11
Personagem_908,Clérigo,Githyanki,8.0,15.0,8,12,11,17,13
Personagem_909,Mago,Anão,3.0,5.0,16,15,17,11,10
Personagem_910,Feiticeiro,Humano,9.0,10.0,12,13,9,8,13
Personagem_911,Druida,Githyanki,3.0,13.0,13,14,14,19,9
Personagem_912,Mago,Halfling,1.0,10.0,15,14,20,12,11
Personagem_913,Guerreiro,Halfling,3.0,,11,15,10,12,5
Personagem_914,Bruxo,Tiefling,6.0,9.0,15,13,10,7,15
Personagem_915,Druida,Draconato,1.0,12.0,14,13,16,19,11
Personagem_916,Patrulheiro,Githyanki,10.0,11.0,14,15,7,13,10
Personagem_917,Druida,Anão,7.0,9.0,17,15,8,12,9
Personagem_918,Guerreiro,Elfo,4.0,12.0,13,16,7,6,11
Personagem_919,Guerreiro,Elfo,3.0,18.0,12,18,12,5,7
Personagem_920,Bardo,Anão,5.0,8.0,15,13,9,12,13
Personagem_921,Mago,Humano,6.0,4.0,15,15,19,12,6
Personagem_922,Guerreiro,Humano,6.0,11.0,11,15,10,10,9
Personagem_923,Clérigo,Elfo,8.0,17.0,8,18,9,16,10
Personagem_924,Monge,Githyanki,5.0,14.0,12,10,7,15,11
Personagem_925,Bruxo,Githyanki,6.0,7.0,12,16,11,9,16
Personagem_926,Patrulheiro,Elfo,9.0,12.0,14,16,8,17,9
Personagem_927,Mago,Elfo,10.0,6.0,11,12,15,12,7
Personagem_928,Paladino,Humano,1.0,18.0,11,16,8,10,19
Personagem_929,Clérigo, elfo ,9.0,11.0,6,15,13,15,8
Personagem_930,Feiticeiro,Draconato,7.0,10.0,17,13,12,9,18
Personagem_931,Guerreiro,Githyanki,6.0,20.0,13,17,9,11,6
Personagem_932,Paladino,Anão,6.0,16.0,10,15,10,11,11
Personagem_933,Guerreiro,Tiefling,5.0,18.0,15,15,6,10,8
Personagem_934,Druida,Anão,7.0,14.0,9,13,8,20,7
Personagem_935,Clérigo,Draconato,5.0,12.0,11,18,9,18,8
Personagem_936,Druida,Tiefling,5.0,7.0,8,14,9,19,5
Personagem_937,Bardo,draconato,4.0,6.0,14,11,12,8,17
Personagem_938,Druida,Elfo,5.0,9.0,11,20,12,17,8
Personagem_939,Bardo,Anão,6.0,10.0,18,12,10,7,12
Personagem_940,Bardo,,6.0,10.0,14,8,15,10,17
Personagem_941,Paladino,Humano,5.0,19.0,10,12,9,12,15
Personagem_942,Guerreiro,Githyanki,5.0,16.0,13,16,11,11,7
Personagem_943,Feiticeiro,Anão,12.0,4.0,17,14,13,9,15
Personagem_944,Patrulheiro,,2.0,13.0,18,13,11,17,8
Personagem_945,Druida,Anão,10.0,7.0,9,14,12,16,10
Personagem_946,Patrulheiro,Tiefling,4.0,8.0,16,14,11,16,7
Personagem_947,Clérigo,Githyanki,10.0,12.0,10,13,11,14,9
Personagem_948,Bardo,Githyanki,8.0,4.0,14,9,11,10,15
Personagem_949,Guerreiro, elfo ,7.0,18.0,13,16,9,11,10
Personagem_950,Bruxo,Tiefling,6.0,7.0,11,15,8,6,19
Personagem_951,Mago,Anão,7.0,6.0,15,10,14,12,11
Personagem_952,Paladino,Humano,2.0,16.0,7,16,10,11,12
Personagem_953,Feiticeiro,Halfling,11.0,4.0,14,14,10,10,14
Personagem_954,Ladino,Halfling,5.0,7.0,18,14,11,8,9
Personagem_955,Paladino,Elfo,7.0,16.0,6,11,9,11,15
Personagem_956,Bruxo,Elfo,1.0,11.0,10,14,13,9,16
Personagem_957,Mago,Anão,12.0,9.0,14,12,13,13,7
Personagem_958,Bruxo,Draconato,8.0,4.0,12,15,10,13,17
Personagem_959,Druida,Tiefling,6.0,11.0,14,13,10,16,9
Personagem_960,Bardo,draconato,10.0,12.0,14,12,12,8,16
Personagem_961,Feiticeiro,Elfo,8.0,10.0,15,13,8,9,18
Personagem_962,Monge,Elfo,4.0,9.0,14,12,9,15,9
Personagem_963,Bardo,Githyanki,2.0,10.0,14,13,12,9,15
Personagem_964,Monge,Humano,3.0,11.0,14,12,6,16,6
Personagem_965,Patrulheiro,Elfo,2.0,12.0,16,12,9,15,10
Personagem_966,Mago,Tiefling,8.0,9.0,13,11,20,12,9
Personagem_967,Guerreiro,Elfo,9.0,19.0,13,14,10,7,9
Personagem_968,Ladino,Halfling,8.0,5.0,18,13,11,6,9
Personagem_969,Clérigo,Halfling,9.0,12.0,10,13,10,16,13
Personagem_970,Bardo,Halfling,1.0,,15,14,11,13,16
Personagem_971,Feiticeiro,Draconato,6.0,6.0,12,13,10,7,16
Personagem_972,Bruxo,Halfling,4.0,8.0,14,13,14,8,15
Personagem_973,Feiticeiro,Elfo,3.0,4.0,11,11,7,14,13
Personagem_974,Mago,Tiefling,9.0,10.0,15,14,15,9,12
Personagem_975,Patrulheiro,Tiefling,10.0,10.0,15,17,11,13,7
Personagem_976,Monge,Anão,7.0,10.0,17,13,12,13,10
Personagem_977,Bruxo,Draconato,12.0,7.0,13,12,14,11,15
Personagem_978,Clérigo,Halfling,1.0,13.0,10,16,9,13,19
Personagem_979,Clérigo,Elfo,8.0,12.0,11,18,8,20,10
Personagem_980,Bardo,Elfo,10.0,9.0,12,11,10,6,15
Personagem_981,Mago,Elfo,3.0,8.0,10,14,13,10,10
Personagem_982,Guerreiro,Tiefling,7.0,14.0,14,19,7,10,7
Personagem_983,Mago,Githyanki,7.0,10.0,13,11,16,11,11
Personagem_984,Patrulheiro,Elfo,6.0,8.0,12,12,13,14,9
Personagem_985,Monge,Elfo,5.0,11.0,16,12,6,15,12
Personagem_986,Feiticeiro,Humano,5.0,8.0,15,15,5,9,15
Personagem_987,Clérigo,Githyanki,5.0,14.0,7,13,12,16,15
Personagem_988,Feiticeiro,Githyanki,4.0,8.0,12,13,10,10,19
Personagem_989,Feiticeiro,Humano,7.0,7.0,11,12,12,7,20
Personagem_990,Feiticeiro,Githyanki,7.0,7.0,16,9,7,11,17
Personagem_991,Clérigo,Draconato,7.0,15.0,11,14,13,16,8
Personagem_992,Patrulheiro,Githyanki,6.0,10.0,16,12,12,16,8
Personagem_993,Paladino,Draconato,9.0,12.0,10,14,9,13,14
Personagem_994,Druida,Halfling,10.0,8.0,12,15,11,18,10
Personagem_995,Monge,Halfling,5.0,11.0,18,11,5,16,10
Personagem_996,Paladino,Anão,5.0,15.0,13,14,10,12,15
Personagem_997,Monge,Halfling,4.0,10.0,13,14,8,15,10
Personagem_998,Bruxo,Humano,7.0,6.0,12,13,10,9,17
Personagem_999,Mago,Tiefling,4.0,10.0,12,9,14,14,10
Personagem_1000,Mago,Draconato,10.0,3.0,13,14,16,12,10
Personagem_1001,Ladino,Anão,7.0,10.0,18,13,12,9,15
Personagem_1002,Mago,Draconato,6.0,7.0,13,10,13,14,6
Personagem_1003,Clérigo,Githyanki,4.0,12.0,9,11,9,19,13
Personagem_1004,Guerreiro,Elfo,6.0,18.0,14,17,5,11,11
Personagem_1005,Bardo,Tiefling,2.0,5.0,11,14,12,8,18
Personagem_1006,Ladino,Draconato,4.0,9.0,16,15,9,11,9
Personagem_1007,Bardo,Halfling,6.0,8.0,15,12,11,9,20
Personagem_1008,Monge,Draconato,8.0,11.0,16,15,9,16,7
Personagem_1009,Bardo,Anão,5.0,6.0,15,11,9,7,20
Personagem_1010,Bardo,Elfo,5.0,9.0,17,10,10,4,16
Personagem_1011,Ladino,Tiefling,1.0,6.0,18,15,14,11,10
Personagem_1012,Bruxo,Anão,2.0,5.0,14,17,10,11,17
Personagem_1013,Feiticeiro,Elfo,4.0,7.0,14,15,10,11,20
Personagem_1014,Mago,Elfo,4.0,7.0,13,11,16,14,10
Personagem_1015,Mago,Halfling,4.0,5.0,12,13,18,13,7
Personagem_1016,Clérigo,Humano,8.0,15.0,9,13,6,16,10
Personagem_1017,Ladino,Humano,3.0,7.0,18,13,13,15,13
Personagem_1018,Clérigo,Anão,4.0,12.0,8,19,11,18,10
Personagem_1019,Guerreiro,Halfling,6.0,15.0,14,16,10,8,9
Personagem_1020,Guerreiro,Draconato,4.0,19.0,12,16,9,8,10
Personagem_1021,Clérigo,Githyanki,9.0,13.0,9,13,7,20,13
Personagem_1022,Ladino,Githyanki,1.0,7.0,18,13,15,10,10
Personagem_1023,Clérigo,Halfling,4.0,14.0,12,14,9,20,12
Personagem_1024,Mago,Anão,6.0,10.0,16,12,17,14,6
Personagem_1025,Paladino,Humano,4.0,15.0,9,16,6,10,15
Personagem_1026,Druida,Elfo,8.0,13.0,10,9,10,16,8
Personagem_1027,Bardo,Halfling,10.0,9.0,17,14,9,10,18
Personagem_1028,Druida,Anão,6.0,9.0,15,13,10,17,10
Personagem_1029,Ladino,Halfling,7.0,10.0,17,11,13,8,10
Personagem_1030,Patrulheiro,Draconato,9.0,10.0,15,14,7,13,9
Personagem_1031,Druida,Githyanki,1.0,7.0,12,17,12,17,8
Personagem_1032,Guerreiro,Anão,7.0,18.0,12,13,7,13,10
Personagem_1033,Monge,Elfo,5.0,12.0,16,11,8,15,8
Personagem_1034,Bardo,Humano,6.0,9.0,12,14,10,9,16
Personagem_1035,Feiticeiro,,8.0,,13,15,9,12,16
Personagem_1036,Patrulheiro,Halfling,6.0,7.0,15,11,10,17,5
Personagem_1037,Ladino, elfo ,4.0,12.0,18,13,10,13,13
Personagem_1038,Bardo,Draconato,7.0,11.0,12,11,10,10,20
Personagem_1039,Druida,Humano,10.0,10.0,10,15,10,18,7
Personagem_1040,Guerreiro,Tiefling,4.0,19.0,9,14,8,10,13
Personagem_1041,Bruxo,Anão,3.0,10.0,12,13,12,11,15
Personagem_1042,Paladino,Tiefling,4.0,18.0,9,15,8,8,17
Personagem_1043,Feiticeiro,Githyanki,3.0,5.0,16,15,10,13,16
Personagem_1044,Patrulheiro,Elfo,10.0,11.0,15,11,8,14,8
Personagem_1045,Paladino,Humano,1.0,14.0,9,11,6,10,15
Personagem_1046,Bardo,Halfling,8.0,10.0,17,15,9,10,16
Personagem_1047,Guerreiro,Humano,5.0,16.0,15,19,10,14,8
Personagem_1048,Guerreiro,HUMANO,4.0,19.0,11,15,10,11,9
Personagem_1049,Druida,Elfo,3.0,13.0,10,15,11,18,7
Personagem_1050,Mago,Humano,1.0,8.0,14,12,17,14,8
Personagem_1051,Druida,Elfo,8.0,11.0,10,9,11,17,10
Personagem_1052,Mago,Draconato,5.0,11.0,17,14,15,9,12
Personagem_1053,Mago,Elfo,10.0,6.0,12,13,17,14,10
Personagem_1054,Feiticeiro,Tiefling,7.0,7.0,11,15,11,8,20
Personagem_1055,Druida,Githyanki,7.0,8.0,8,15,8,16,11
Personagem_1056,Bruxo,Anão,2.0,10.0,11,10,13,8,16
Personagem_1057,Patrulheiro,Githyanki,6.0,11.0,15,17,9,13,9
Personagem_1058,Clérigo,Elfo,9.0,15.0,9,14,11,18,11
Personagem_1059,Clérigo,Anão,9.0,11.0,10,12,10,18,9
Personagem_1060,Druida,,4.0,11.0,9,16,11,14,8
Personagem_1061,Druida,Elfo,4.0,10.0,10,13,13,16,4
Personagem_1062,Paladino,Humano,5.0,17.0,9,12,7,9,14
Personagem_1063,Patrulheiro,Humano,8.0,10.0,16,13,12,16,9
Personagem_1064,Patrulheiro,Humano,11.0,7.0,17,15,14,17,8
Personagem_1065,Feiticeiro,Githyanki,5.0,11.0,15,16,7,10,17
Personagem_1066,Druida,Humano,6.0,7.0,15,14,10,16,6
Personagem_1067,Patrulheiro,Githyanki,7.0,8.0,14,15,11,14,12
Personagem_1068,Paladino,Elfo,2.0,15.0,13,16,8,9,13
Personagem_1069,Mago,Draconato,10.0,5.0,13,13,18,12,11
Personagem_1070,Guerreiro,Draconato,4.0,14.0,15,18,6,9,7
Personagem_1071,Guerreiro,Tiefling,9.0,16.0,11,16,10,6,12
Personagem_1072,Mago,Tiefling,10.0,8.0,14,11,16,12,7
Personagem_1073,Ladino,Githyanki,9.0,8.0,17,11,11,10,14
Personagem_1074,Paladino,Githyanki,6.0,17.0,8,13,9,14,15
Personagem_1075,Patrulheiro,Humano,4.0,8.0,15,11,10,14,11
Personagem_1076,Paladino,Anão,5.0,15.0,8,12,7,11,16
Personagem_1077,Mago,Draconato,7.0,9.0,13,13,17,8,9
Personagem_1078,Bruxo,Humano,6.0,10.0,12,15,8,10,17
Personagem_1079,Monge,Halfling,5.0,9.0,19,14,12,20,6
Personagem_1080,Bardo,Elfo,9.0,10.0,15,12,9,8,19
Personagem_1081,Mago,Humano,7.0,8.0,11,14,13,16,11
Personagem_1082,Patrulheiro,Draconato,14.0,7.0,16,12,11,12,7
Personagem_1083,Druida,Draconato,4.0,9.0,9,14,8,17,11
Personagem_1084,Druida,Tiefling,7.0,7.0,14,14,11,15,8
Personagem_1085,Feiticeiro,Draconato,7.0,7.0,16,15,13,7,14
Personagem_1086,Mago,Halfling,3.0,11.0,15,10,19,14,7
Personagem_1087,Feiticeiro,Halfling,2.0,4.0,13,12,9,12,16
Personagem_1088,Mago,Halfling,6.0,6.0,15,11,16,13,8
Personagem_1089,Paladino,Anão,12.0,16.0,10,13,8,12,18
Personagem_1090,Bardo,Githyanki,7.0,9.0,15,9,13,9,18
Personagem_1091,Paladino,Draconato,3.0,13.0,10,16,8,12,17
Personagem_1092,Monge,Halfling,6.0,11.0,15,10,9,17,6
Personagem_1093,Guerreiro,Elfo,1.0,19.0,10,15,11,10,12
Personagem_1094,Clérigo,Halfling,11.0,11.0,8,14,8,19,14
Personagem_1095,Mago,Halfling,4.0,11.0,11,13,19,15,8
Personagem_1096,Monge,Anão,9.0,9.0,17,14,9,18,7
Personagem_1097,Guerreiro,Elfo,8.0,16.0,13,14,8,16,10
Personagem_1098,Patrulheiro,Tiefling,1.0,10.0,15,8,11,15,9
Personagem_1099,Ladino, elfo ,10.0,11.0,20,13,11,6,11
Personagem_1100,Bardo,Elfo,5.0,7.0,18,16,14,9,13
Personagem_1101,Feiticeiro,Draconato,3.0,7.0,15,9,11,10,15
Personagem_1102,Feiticeiro,Anão,7.0,8.0,13,12,10,12,18
Personagem_1103,Paladino,Elfo,11.0,16.0,8,14,8,9,14
Personagem_1104,Druida,Anão,7.0,9.0,11,14,9,15,10
Personagem_1105,Guerreiro,Githyanki,5.0,18.0,14,19,10,7,9
Personagem_1106,Ladino,Elfo,5.0,6.0,16,12,8,8,11
Personagem_1107,Monge,Anão,6.0,12.0,14,10,10,16,11
Personagem_1108,Bardo,Draconato,1.0,11.0,14,10,13,10,15
Personagem_1109,Guerreiro,Tiefling,,18.0,11,16,8,9,11
Personagem_1110,Ladino,Draconato,6.0,10.0,17,10,12,8,16
Personagem_1111,Clérigo,   anão,11.0,14.0,9,12,9,14,13
Personagem_1112,Mago,Anão,3.0,9.0,150,12,20,12,8
Personagem_1113,Feiticeiro,Draconato,9.0,5.0,12,13,10,8,14
Personagem_1114,Monge,Halfling,7.0,11.0,17,13,11,13,7
Personagem_1115,Feiticeiro,Anão,12.0,9.0,17,14,13,10,18
Personagem_1116,Monge,Draconato,1.0,11.0,15,12,6,17,9
Personagem_1117,Paladino,Halfling,10.0,18.0,5,15,7,13,11
Personagem_1118,Druida,Halfling,10.0,14.0,13,13,11,19,7
Personagem_1119,Monge,Anão,10.0,11.0,13,11,10,14,6
Personagem_1120,Feiticeiro,Elfo,7.0,8.0,12,17,8,8,20
Personagem_1121,Paladino,Elfo,2.0,14.0,10,13,8,12,20
Personagem_1122,Monge,Anão,5.0,10.0,12,16,8,14,9
Personagem_1123,Clérigo,Anão,4.0,10.0,15,13,11,13,11
Personagem_1124,Druida,Tiefling,6.0,9.0,12,13,8,14,10
Personagem_1125,Monge,Draconato,8.0,11.0,17,11,8,15,8
Personagem_1126,Paladino,Tiefling,4.0,16.0,8,18,4,12,13
Personagem_1127,Patrulheiro,Anão,4.0,9.0,16,15,7,14,5
Personagem_1128,Guerreiro,Humano,5.0,16.0,10,14,15,11,12
Personagem_1129,Bruxo,Humano,1.0,9.0,14,12,9,14,15
Personagem_1130,Ladino,   anão,3.0,4.0,18,16,12,7,11
Personagem_1131,Bruxo,Anão,5.0,11.0,13,12,16,12,17
Personagem_1132,Patrulheiro,Elfo,8.0,12.0,14,13,12,12,8
Personagem_1133,Bruxo,Elfo,25.0,8.0,11,14,11,8,20
Personagem_1134,Patrulheiro,Halfling,4.0,7.0,12,12,11,12,6
Personagem_1135,Bardo,Githyanki,10.0,12.0,16,13,11,11,12
Personagem_1136,Patrulheiro,Anão,6.0,12.0,16,15,12,15,9
Personagem_1137,Patrulheiro,Draconato,1.0,9.0,17,7,12,16,11
Personagem_1138,Patrulheiro,Githyanki,5.0,9.0,16,11,7,13,9
Personagem_1139,Clérigo,Tiefling,7.0,14.0,11,16,9,16,13
Personagem_1140,Guerreiro,Tiefling,9.0,,12,12,10,13,8
Personagem_1141,Mago,Humano,5.0,9.0,13,10,18,14,10
Personagem_1142,Monge,Draconato,1.0,13.0,17,13,6,15,8
Personagem_1143,Ladino,Githyanki,6.0,6.0,18,12,11,9,13
Personagem_1144,Druida,Draconato,9.0,15.0,10,16,12,15,10
Personagem_1145,Guerreiro,Draconato,7.0,14.0,15,17,11,10,5
Personagem_1146,Feiticeiro,Tiefling,9.0,10.0,14,14,10,9,17
Personagem_1147,Mago,Halfling,8.0,7.0,14,11,16,8,7
Personagem_1148,Bardo,Githyanki,2.0,9.0,18,16,9,9,19
Personagem_1149,Bardo,Halfling,6.0,9.0,15,11,11,8,13
Personagem_1150,Patrulheiro,Draconato,8.0,11.0,14,11,11,13,10
Personagem_1151,Guerreiro,Halfling,8.0,15.0,12,14,5,10,12
Personagem_1152,Paladino,Elfo,6.0,17.0,10,17,9,12,16
Personagem_1153,Bruxo,Halfling,3.0,7.0,14,12,9,9,18
Personagem_1154,Feiticeiro,Githyanki,10.0,6.0,11,13,5,8,15
Personagem_1155,Bardo,Draconato,4.0,11.0,17,12,10,9,16
Personagem_1156,Ladino,Elfo,,4.0,17,14,12,11,10
Personagem_1157,Bardo,Elfo,8.0,9.0,10,12,11,9,18
Personagem_1158,Druida,Tiefling,5.0,7.0,13,11,14,15,8
Personagem_1159,Monge,Githyanki,8.0,17.0,15,10,10,16,7
Personagem_1160,Bardo,Humano,9.0,6.0,13,12,8,12,20
Personagem_1161,Druida,Elfo,10.0,10.0,13,14,11,15,12
Personagem_1162,Guerreiro,,8.0,19.0,12,17,7,9,12
Personagem_1163,Guerreiro,Tiefling,9.0,13.0,11,15,5,7,9
Personagem_1164,Mago,Anão,7.0,6.0,13,16,20,7,10
Personagem_1165,Bardo,Tiefling,9.0,5.0,14,10,7,10,14
Personagem_1166,Ladino,Anão,7.0,9.0,16,11,13,9,11
Personagem_1167,Bardo,Halfling,8.0,11.0,14,11,8,8,13
Personagem_1168,Ladino,Elfo,7.0,11.0,16,15,13,7,15
Personagem_1169,Clérigo,Humano,6.0,9.0,12,13,7,16,10
Personagem_1170,Patrulheiro,Draconato,3.0,10.0,16,11,8,18,10
Personagem_1171,Mago,Githyanki,6.0,9.0,13,10,15,7,11
Personagem_1172,Clérigo,Tiefling,8.0,9.0,8,14,6,17,10
Personagem_1173,Bardo,Elfo,7.0,7.0,14,13,10,11,20
